title,authors,author_name,language,work_id,edition_information,publisher,num_pages,series_id,series_name,series_position,description
The Ghost Road,,Pat Barker,eng,3082366,,,278,40436,Regeneration,3,"<i>An alternate cover edition can be found <a href=""https://www.goodreads.com/book/show/13453638-the-ghost-road"" rel=""nofollow noopener"">here</a>.</i><br /><br />As World War I winds to a close, two men--Dr. William Rivers, a psychologist whose dedicated healing sends men back to the brutal front, and Billy Prior, a shell-shocked soldier determined to rejoin the final English offensive--are profounded affected by the events of the era. Winner of the 1995 Booker Prize."
"The Sparrow (The Sparrow, #1)",,Mary Doria Russell,eng,3349153,,Black Swan,506,62065,The Sparrow,1,"In 2019, humanity finds proof of extraterrestrial life when a listening post picks up exquisite singing from the planet Rakhat. While the U.N. debates possible contact missions, the Society of Jesus quietly organizes an 8-person expedition of its own. What the Jesuits find is a world so beyond comprehension that it will lead them to question what it means to be human."
"The Age of Bronze (Pirates of the Caribbean: Jack Sparrow, #5)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '3510823', 'name': 'Walt Disney Company', 'role': 'Illustrator'}]",Rob Kidd,eng,9259,,Disney Press,144,50050,Pirates of the Caribbean: Jack Sparrow,5,"When a charmed amulet goes missing and Jack and his crew become prime suspects, they must track down the dangerous duo that they believe to be the real thieves, and figure out the mystical power that the amulet holds."
"The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow, #4)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '369374', 'name': 'Jean-Paul Orpinas', 'role': 'Illustrator'}, {'id': '3510823', 'name': 'Walt Disney Company', 'role': 'Illustrations'}]",Rob Kidd,en-US,9260,,Disney Press,122,50050,Pirates of the Caribbean: Jack Sparrow,4,"This is it! Jack and his crew have found the Sword of Cortés, but along with it, they've also found Cortés himself. And he's not the kind ruler they thought he'd be. Jack and his crew have defeated a storm king, escaped sirens, defeated the notorious pirate Left Foot Louis, but can they possibly conquer a conquistador with god-like powers?"
"The Pirate Chase (Pirates of the Caribbean: Jack Sparrow, #3)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '3510823', 'name': 'Walt Disney Company', 'role': 'Illustrator'}]",Rob Kidd,eng,9261,,Disney Press,119,50050,Pirates of the Caribbean: Jack Sparrow,3,"Jack and company are hot on the trail of the notorious pirate Left Foot Louis, who they believe has the Sword of Cort es, but Arabella, the first mate, has a personal score to settle with Louis that could jeopardize the entire mission."
The Quest for the Sword of Cortes,,Rob Kidd,,41263719,,Disney Press,528,,,,"Jack Sparrow is on a quest to find the Sword of Cortes! No ordinary sword, this weapon contains enormous power and would make its owner unstoppable--which means Jack is not the only one looking for it! He and his rag-tag crew must race against the Caribbean's most terrifying pirates, over (and under) stormy seas to find the sword first. Join Jack and his very first crew aboard the <em>Barnacle</em> as they sail into adventure, danger, and the unknown."
"The Siren Song (Pirates of the Caribbean: Jack Sparrow, #2)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '369374', 'name': 'Jean-Paul Orpinas', 'role': 'Illustrator'}]",Rob Kidd,eng,9263,,Disney Press,123,50050,Pirates of the Caribbean: Jack Sparrow,2,"Captain Jack Sparrow and his crew have suddenly fallen under a sinister spell. While continuing on their quest for the Sword of Corts, they find themselves entranced by an ethereal song which leads them away from their quarry."
"The Coming Storm (Pirates of the Caribbean: Jack Sparrow, #1)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '369374', 'name': 'Jean-Paul Orpinas', 'role': 'Illustrator'}]",Rob Kidd,en-US,9264,,Disney Press,135,50050,Pirates of the Caribbean: Jack Sparrow,1,"This swaggering, stand-alone addition to the Pirates of the Caribbean series recounts the story of Jack Sparrow, a teenage stowaway on an adult mission. Jack has assembled a motley crew of adventurers to locate and seize the legendary Sword of Cort�s. This scenario sounds feasible until the treasure hunters run into heavy storms and bloodthirsty pirates."
"Silver (Pirates of the Caribbean: Jack Sparrow, #6)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '3510823', 'name': 'Walt Disney Company', 'role': 'Illustrator'}]",Rob Kidd,,9265,,Disney Press,128,50050,Pirates of the Caribbean: Jack Sparrow,6,"When Tumen and Jean overhear talk of hidden silver, Jack decides that they must seek it out. It might not be gold, but it sure beats bronze. But the Silver they find is not the silver they were expecting. They've gotten themselves in trouble again, this time with a brutal pirate named Long John."
Sparrows of the United States and Canada: The Photographic Guide,"[{'id': '4010', 'name': 'David Beadle', 'role': ''}, {'id': '4009', 'name': 'James D. Rising', 'role': ''}]",David Beadle,,9266,,Princeton University Press,328,,,,"This companion volume to the previous, widely acclaimed Guide to the Identification and Natural History of the Sparrows of the United States and Canada takes sparrow identification one step further. The authors have gathered a stunning selection of over 350 photographs as a basis for the identification of all 64 taxa of emberizine sparrows found in the region. Never before has such a comprehensive collection of sparrow photos been presented together in a single guide.<br /><br /><br /> The supporting text gives detailed information on the identification of species, sexes, ages, races, and forms of all the sparrows, towhees, juncos, buntings and longspurs, grassquits and seedeaters, as well as information on their distribution, habits, habitats, molt, and voice. Particular attention is paid to the geographic variation found in many species and to comparisons with similar and confusing species. The conservation status of those that are threatened is also given due attention.<br /><br /><br /> The photographs include contributions from many of America's finest bird photographers, and many were taken especially for this book. All fine portraits in themselves, they have been chosen specifically to illustrate the identification pointers described in the text. Each is captioned with full details of the photographer and the place and time at which the photo was taken. Also included are line drawings of identification details such as wing and tail feathers and beaks, as well as distribution maps.<br /><br /><br /> Key Features?<br /><br /><br /><br /><br /><br /> Features 350 high quality photographs of each species, subspecies, and racial form identifiable in the field<br /><br /> Includes line drawings of identification details such as wing and tail feathers, beaks, etc.<br /><br /> Contains distribution maps for each species<br /><br /> -- ""Wildlife Archivist"""
"City of Gold (Pirates of the Caribbean: Jack Sparrow, #7)","[{'id': '4008', 'name': 'Rob Kidd', 'role': ''}, {'id': '369374', 'name': 'Jean-Paul Orpinas', 'role': 'Illustrator'}]",Rob Kidd,,9267,,Disney Press,128,50050,Pirates of the Caribbean: Jack Sparrow,7,Jack and his crew return to New Orleans to find the entire city covered in precious metal--and ruled over by the nefarious Madamme Minuit. Can the combined crews of the Barnacle and the Fleur de la Mort defeat Madamme Minuit and her powerful allies?
